"","X_id","dataCollectionDate","beachName","windSpeed","windDirection","airTemp","rain","rainAmount","waterTemp","waterFowl","waveAction","waterClarity","turbidity"
"12567",12567,"2021-08-30","Bluffer's Beach Park",8,"W",22,"Yes",0,21,3,"LOW","Clear",NA
"12568",12568,"2020-09-05","Marie Curtis Park East Beach",9,"NW",15,"No",NA,15,5,"LOW","Clear",0.87
"12569",12569,"2020-09-05","Sunnyside Beach",9,"NW",15,"No",NA,16,30,"NONE","Clear",1.13
"12570",12570,"2020-09-05","Hanlan's Point Beach",9,"NW",15,"No",NA,17,NA,"LOW","Clear",NA
"12571",12571,"2020-09-05","Gibraltar Point Beach",9,"NW",15,"No",NA,17,NA,"LOW","Clear",NA
"12572",12572,"2020-09-05","Centre Island Beach",9,"NW",15,"No",NA,18,6,"NONE","Clear",NA
"12573",12573,"2020-09-05","Ward's Island Beach",9,"NW",15,"No",NA,18,NA,"NONE","Clear",NA
"12574",12574,"2020-09-05","Cherry Beach",9,"NW",15,"No",NA,18,NA,"NONE","Clear",NA
"12575",12575,"2020-09-05","Woodbine Beaches",9,"NW",15,"No",NA,14,10,"NONE","Clear",NA
"12576",12576,"2020-09-05","Kew Balmy Beach",9,"NW",15,"No",NA,14,30,"NONE","Clear",NA
"12577",12577,"2020-09-05","Bluffer's Beach Park",9,"NW",15,"No",NA,16,NA,"LOW","Clear",NA
"12578",12578,"2021-06-29","Marie Curtis Park East Beach",11,"NE",19,"Yes",3,NA,NA,"None","None",NA
"12579",12579,"2021-06-29","Sunnyside Beach",11,"NE",19,"Yes",3,13,112,"LOW","Clear, with algae and debris present within the water column.",0.77
"12580",12580,"2021-06-29","Hanlan's Point Beach",11,"NE",19,"Yes",3,15,68,"NONE","Clear",NA
"12581",12581,"2021-06-29","Gibraltar Point Beach",11,"NE",19,"Yes",3,15,NA,"NONE","Murky with debris present within water.",NA
"12582",12582,"2021-06-29","Centre Island Beach",11,"NE",19,"Yes",3,16,19,"NONE","Clear",NA
"12583",12583,"2021-06-29","Ward's Island Beach",11,"NE",19,"Yes",3,16,NA,"NONE","Clear",NA
"12584",12584,"2021-06-29","Cherry Beach",11,"NE",19,"Yes",3,16,4,"NONE","Clear",NA
"12585",12585,"2021-06-29","Woodbine Beaches",11,"NE",19,"Yes",3,13,NA,"NONE","Clear",NA
"12586",12586,"2021-06-29","Kew Balmy Beach",11,"NE",19,"Yes",3,11,6,"NONE","Clear, with some algae present within the water column.",NA
"12587",12587,"2021-06-29","Bluffer's Beach Park",11,"NE",19,"Yes",3,13,NA,"NONE","Particularly very clear",NA
"12588",12588,"2024-07-05","Marie Curtis Park East Beach",4,"SW",21,"No",NA,NA,NA,"None","None",NA
"12589",12589,"2024-07-05","Sunnyside Beach",4,"SW",21,"No",NA,NA,NA,"None","None",NA
"12590",12590,"2024-07-05","Hanlan's Point Beach",4,"SW",21,"No",NA,NA,NA,"None","None",NA
"12591",12591,"2024-07-05","Gibraltar Point Beach",4,"SW",21,"No",NA,NA,NA,"None","None",NA
"12592",12592,"2024-07-05","Centre Island Beach",4,"SW",21,"No",NA,NA,NA,"None","None",NA
"12593",12593,"2024-07-05","Ward's Island Beach",4,"SW",21,"No",NA,NA,NA,"None","None",NA
"12594",12594,"2024-07-05","Cherry Beach",4,"SW",21,"No",NA,NA,NA,"None","None",NA
"12595",12595,"2024-07-05","Woodbine Beaches",4,"SW",21,"No",NA,17,NA,"NONE","clear",NA
"12596",12596,"2024-07-05","Kew Balmy Beach",4,"SW",21,"No",NA,16,55,"NONE","cloudy",NA
"12597",12597,"2024-07-05","Bluffer's Beach Park",4,"SW",21,"No",NA,16,2,"NONE","clear",NA
"12598",12598,"2021-06-30","Marie Curtis Park East Beach",10,"W",18,"Yes",23,13,41,"LOW","Cloudy, Murky",5.53
"12599",12599,"2021-06-30","Sunnyside Beach",10,"W",18,"Yes",23,12,122,"NONE","Cloudy, Murky, Debris",9.36
"12600",12600,"2021-06-30","Hanlan's Point Beach",10,"W",18,"Yes",23,13,NA,"LOW","Clear",NA
"12601",12601,"2021-06-30","Gibraltar Point Beach",10,"W",18,"Yes",23,13,NA,"LOW","Clear",NA
"12602",12602,"2021-06-30","Centre Island Beach",10,"W",18,"Yes",23,14,6,"LOW","Clear",NA
"12603",12603,"2021-06-30","Ward's Island Beach",10,"W",18,"Yes",23,15,NA,"LOW","Clear",NA
"12604",12604,"2021-06-30","Cherry Beach",10,"W",18,"Yes",23,17,NA,"LOW","Murky",NA
"12605",12605,"2021-06-30","Woodbine Beaches",10,"W",18,"Yes",23,12,NA,"NONE","Almost clear, with a little bit of algae",NA
"12606",12606,"2021-06-30","Kew Balmy Beach",10,"W",18,"Yes",23,10,7,"NONE","Clear, with a little bit of debris",NA
"12607",12607,"2021-06-30","Bluffer's Beach Park",10,"W",18,"Yes",23,11,15,"NONE","Algae",NA
"12608",12608,"2023-07-07","Marie Curtis Park East Beach",11,"NW",21,"Yes",0,21,6,"NONE","clear",NA
"12609",12609,"2023-07-07","Sunnyside Beach",11,"NW",21,"Yes",0,24,12,"NONE","clear",NA
"12610",12610,"2023-07-07","Hanlan's Point Beach",11,"NW",21,"Yes",0,21,2,"LOW","clear",NA
"12611",12611,"2023-07-07","Gibraltar Point Beach",11,"NW",21,"Yes",0,21,NA,"LOW","clear",NA
"12612",12612,"2023-07-07","Centre Island Beach",11,"NW",21,"Yes",0,21,5,"NONE","clear",NA
"12613",12613,"2023-07-07","Ward's Island Beach",11,"NW",21,"Yes",0,21,NA,"NONE","clear",NA
"12614",12614,"2023-07-07","Cherry Beach",11,"NW",21,"Yes",0,NA,NA,"None","None",NA
"12615",12615,"2023-07-07","Woodbine Beaches",11,"NW",21,"Yes",0,22,3,"NONE","clear",NA
"12616",12616,"2023-07-07","Kew Balmy Beach",11,"NW",21,"Yes",0,22,97,"NONE","clear",NA
"12617",12617,"2023-07-07","Bluffer's Beach Park",11,"NW",21,"Yes",0,20,1,"NONE","clear",NA
"12618",12618,"2020-08-26","Marie Curtis Park East Beach",15,"NE",15,"No",NA,15,42,"NONE","Clear",7.42
"12619",12619,"2020-08-26","Sunnyside Beach",15,"NE",15,"No",NA,14,26,"NONE","Clear",0.97
"12620",12620,"2020-08-26","Hanlan's Point Beach",15,"NE",15,"No",NA,18,NA,"LOW","Clear",NA
"12621",12621,"2020-08-26","Gibraltar Point Beach",15,"NE",15,"No",NA,18,NA,"MOD","Clear",NA
"12622",12622,"2020-08-26","Centre Island Beach",15,"NE",15,"No",NA,20,20,"LOW","Clear",NA
"12623",12623,"2020-08-26","Ward's Island Beach",15,"NE",15,"No",NA,20,15,"LOW","Clear",NA
"12624",12624,"2020-08-26","Cherry Beach",15,"NE",15,"No",NA,19,NA,"NONE","Clear",NA
"12625",12625,"2020-08-26","Woodbine Beaches",15,"NE",15,"No",NA,15,1,"LOW","Clear",NA
"12626",12626,"2020-08-26","Kew Balmy Beach",15,"NE",15,"No",NA,15,27,"LOW","Algae",NA
"12627",12627,"2020-08-26","Bluffer's Beach Park",15,"NE",15,"No",NA,19,NA,"MOD","Clear",NA
"12628",12628,"2022-07-18","Marie Curtis Park East Beach",18,"NE",21,"Yes",NA,16,201,"HIGH","Cloudy",2.89
"12629",12629,"2022-07-18","Sunnyside Beach",18,"NE",21,"Yes",NA,19,6,"HIGH","Cloudy",0.76
"12630",12630,"2022-07-18","Hanlan's Point Beach",18,"NE",21,"Yes",NA,17,5,"LOW","Clear",NA
"12631",12631,"2022-07-18","Gibraltar Point Beach",18,"NE",21,"Yes",NA,16,NA,"MOD","Clear",NA
"12632",12632,"2022-07-18","Centre Island Beach",18,"NE",21,"Yes",NA,19,3,"LOW","Clear",NA
"12633",12633,"2022-07-18","Ward's Island Beach",18,"NE",21,"Yes",NA,17,8,"NONE","Clear",NA
"12634",12634,"2022-07-18","Cherry Beach",18,"NE",21,"Yes",NA,17,NA,"NONE","Clear",NA
"12635",12635,"2022-07-18","Woodbine Beaches",18,"NE",21,"Yes",NA,18,NA,"HIGH","Murky",NA
"12636",12636,"2022-07-18","Kew Balmy Beach",18,"NE",21,"Yes",NA,18,6,"HIGH","Murky",NA
"12637",12637,"2022-07-18","Bluffer's Beach Park",18,"NE",21,"Yes",NA,21,NA,"HIGH","Murky",NA
"12638",12638,"2022-08-19","Marie Curtis Park East Beach",15,"S",18,"No",NA,16,NA,"NONE","clear",1.43
"12639",12639,"2022-08-19","Sunnyside Beach",15,"S",18,"No",NA,17,50,"NONE","clear",0.86
"12640",12640,"2022-08-19","Hanlan's Point Beach",15,"S",18,"No",NA,22,NA,"NONE","clear",NA
"12641",12641,"2022-08-19","Gibraltar Point Beach",15,"S",18,"No",NA,22,NA,"NONE","clear",NA
"12642",12642,"2022-08-19","Centre Island Beach",15,"S",18,"No",NA,22,80,"NONE","algae",NA
"12643",12643,"2022-08-19","Ward's Island Beach",15,"S",18,"No",NA,23,NA,"NONE","clear",NA
"12644",12644,"2022-08-19","Cherry Beach",15,"S",18,"No",NA,24,3,"NONE","clear",NA
"12645",12645,"2022-08-19","Woodbine Beaches",15,"S",18,"No",NA,19,6,"NONE","Clear",NA
"12646",12646,"2022-08-19","Kew Balmy Beach",15,"S",18,"No",NA,20,37,"NONE","Clear",NA
"12647",12647,"2022-08-19","Bluffer's Beach Park",15,"S",18,"No",NA,22,21,"NONE","Clear",NA
"12648",12648,"2019-05-30","Marie Curtis Park East Beach",8,"SW",9,"No",NA,7,NA,"LOW","Murky",6.7
"12649",12649,"2019-05-30","Sunnyside Beach",8,"SW",9,"No",NA,7,NA,"LOW","Murky",2.91
"12650",12650,"2019-05-30","Hanlan's Point Beach",8,"SW",9,"No",NA,7,3,"LOW","Clear",NA
"12651",12651,"2019-05-30","Gibraltar Point Beach",8,"SW",9,"No",NA,7,NA,"LOW","Murky",NA
"12652",12652,"2019-05-30","Centre Island Beach",8,"SW",9,"No",NA,7,NA,"LOW","Clear",NA
"12653",12653,"2019-05-30","Ward's Island Beach",8,"SW",9,"No",NA,6,NA,"LOW","Clear",NA
"12654",12654,"2019-05-30","Cherry Beach",8,"SW",9,"No",NA,6,4,"LOW","Clear",NA
"12655",12655,"2019-05-30","Woodbine Beaches",8,"SW",9,"No",NA,6,8,"LOW","Clear (foggy weather)",NA
"12656",12656,"2019-05-30","Kew Balmy Beach",8,"SW",9,"No",NA,6,2,"LOW","Clear (foggy weather)",NA
"12657",12657,"2019-05-30","Bluffer's Beach Park",8,"SW",9,"No",NA,10,100,"LOW","Cloudy",NA
"12658",12658,"2023-07-15","Marie Curtis Park East Beach",21,"E",20,"No",NA,20,NA,"LOW","Murky",5.79
"12659",12659,"2023-07-15","Sunnyside Beach",21,"E",20,"No",NA,20,14,"NONE","Murky",1.6
"12660",12660,"2023-07-15","Hanlan's Point Beach",21,"E",20,"No",NA,17,4,"NONE","Clear",NA
"12661",12661,"2023-07-15","Gibraltar Point Beach",21,"E",20,"No",NA,18,NA,"LOW","Cloudy",NA
"12662",12662,"2023-07-15","Centre Island Beach",21,"E",20,"No",NA,18,8,"NONE","Clear",NA
"12663",12663,"2023-07-15","Ward's Island Beach",21,"E",20,"No",NA,19,NA,"NONE","Clear",NA
"12664",12664,"2023-07-15","Cherry Beach",21,"E",20,"No",NA,20,NA,"NONE","Clear",NA
"12665",12665,"2023-07-15","Woodbine Beaches",21,"E",20,"No",NA,19,NA,"LOW","Cloudy",NA
"12666",12666,"2023-07-15","Kew Balmy Beach",21,"E",20,"No",NA,19,79,"NONE","Cloudy",NA
"12667",12667,"2023-07-15","Bluffer's Beach Park",21,"E",20,"No",NA,19,2,"LOW","Cloudy",NA
"12668",12668,"2021-07-29","Marie Curtis Park East Beach",4,"E",21,"Yes",NA,14,49,"LOW","Murky & Algae",1
"12669",12669,"2021-07-29","Sunnyside Beach",4,"E",21,"Yes",NA,14,54,"LOW","Murky & Algae",2.29
"12670",12670,"2021-07-29","Hanlan's Point Beach",4,"E",21,"Yes",NA,21,NA,"LOW","Murky",NA
"12671",12671,"2021-07-29","Gibraltar Point Beach",4,"E",21,"Yes",NA,20,NA,"NONE","Clear",NA
"12672",12672,"2021-07-29","Centre Island Beach",4,"E",21,"Yes",NA,20,NA,"NONE","Clear",NA
"12673",12673,"2021-07-29","Ward's Island Beach",4,"E",21,"Yes",NA,20,NA,"NONE","Clear",NA
"12674",12674,"2021-07-29","Cherry Beach",4,"E",21,"Yes",NA,20,NA,"NONE","Clear",NA
"12675",12675,"2021-07-29","Woodbine Beaches",4,"E",21,"Yes",NA,18,NA,"MOD","Murky",NA
"12676",12676,"2021-07-29","Kew Balmy Beach",4,"E",21,"Yes",NA,18,NA,"MOD","Murky",NA
"12677",12677,"2021-07-29","Bluffer's Beach Park",4,"E",21,"Yes",NA,17,12,"LOW","Cloudy",NA
"12678",12678,"2022-09-03","Marie Curtis Park East Beach",8,"E",19,"No",NA,16,NA,"LOW","Clear",0.51
"12679",12679,"2022-09-03","Sunnyside Beach",8,"E",19,"No",NA,16,31,"NONE","Clear",0.68
"12680",12680,"2022-09-03","Hanlan's Point Beach",8,"E",19,"No",NA,21,NA,"NONE","Clear",NA
"12681",12681,"2022-09-03","Gibraltar Point Beach",8,"E",19,"No",NA,19,NA,"NONE","Clear",NA
"12682",12682,"2022-09-03","Centre Island Beach",8,"E",19,"No",NA,19,45,"NONE","Clear",NA
"12683",12683,"2022-09-03","Ward's Island Beach",8,"E",19,"No",NA,19,7,"NONE","Clear",NA
"12684",12684,"2022-09-03","Cherry Beach",8,"E",19,"No",NA,19,22,"NONE","Clear",NA
"12685",12685,"2022-09-03","Woodbine Beaches",8,"E",19,"No",NA,11,12,"LOW","Clear",NA
"12686",12686,"2022-09-03","Kew Balmy Beach",8,"E",19,"No",NA,11,72,"LOW","Clear",NA
"12687",12687,"2022-09-03","Bluffer's Beach Park",8,"E",19,"No",NA,9,17,"LOW","Cloudy",NA
"12688",12688,"2024-08-13","Marie Curtis Park East Beach",17,"NW",17,"Yes",0,NA,NA,"NONE","Clear",0.42
"12689",12689,"2024-08-13","Sunnyside Beach",17,"NW",17,"Yes",0,NA,14,"NONE","Clear",0.38
"12690",12690,"2024-08-13","Hanlan's Point Beach",17,"NW",17,"Yes",0,NA,6,"NONE","Clear",NA
"12691",12691,"2024-08-13","Gibraltar Point Beach",17,"NW",17,"Yes",0,NA,40,"NONE","Clear",NA
"12692",12692,"2024-08-13","Centre Island Beach",17,"NW",17,"Yes",0,NA,11,"NONE","Clear",NA
"12693",12693,"2024-08-13","Ward's Island Beach",17,"NW",17,"Yes",0,NA,NA,"NONE","Clear",NA
"12694",12694,"2024-08-13","Cherry Beach",17,"NW",17,"Yes",0,NA,5,"NONE","Clear",NA
"12695",12695,"2024-08-13","Woodbine Beaches",17,"NW",17,"Yes",0,9,2,"NONE","Clear",NA
"12696",12696,"2024-08-13","Kew Balmy Beach",17,"NW",17,"Yes",0,11,21,"NONE","Cloudy",NA
"12697",12697,"2024-08-13","Bluffer's Beach Park",17,"NW",17,"Yes",0,9,3,"NONE","Clear",NA
"12698",12698,"2019-06-13","Marie Curtis Park East Beach",15,"E",13,"Yes",NA,7,NA,"MOD","Clear",0.93
"12699",12699,"2019-06-13","Sunnyside Beach",15,"E",13,"Yes",NA,7,1,"MOD","Clear",2.48
"12700",12700,"2019-06-13","Hanlan's Point Beach",15,"E",13,"Yes",NA,9,NA,"LOW","Clear",NA
"12701",12701,"2019-06-13","Gibraltar Point Beach",15,"E",13,"Yes",NA,9,NA,"MOD","Cloudy",NA
"12702",12702,"2019-06-13","Centre Island Beach",15,"E",13,"Yes",NA,10,3,"LOW","Cloudy",NA
"12703",12703,"2019-06-13","Ward's Island Beach",15,"E",13,"Yes",NA,11,3,"LOW","Murky",NA
"12704",12704,"2019-06-13","Cherry Beach",15,"E",13,"Yes",NA,11,8,"LOW","Murky",NA
"12705",12705,"2019-06-13","Woodbine Beaches",15,"E",13,"Yes",NA,9,6,"MOD","Murky",NA
"12706",12706,"2019-06-13","Kew Balmy Beach",15,"E",13,"Yes",NA,9,14,"MOD","Murky",NA
"12707",12707,"2019-06-13","Bluffer's Beach Park",15,"E",13,"Yes",NA,14,12,"MOD","Cloudy",NA
"12708",12708,"2019-06-19","Marie Curtis Park East Beach",4,"SW",NA,"No",NA,10,13,"LOW","Clear. Algae and feathers",0.94
"12709",12709,"2019-06-19","Sunnyside Beach",4,"SW",NA,"No",NA,10,5,"LOW","Clear. Algae, pollen, and feathers on surface",1.41
"12710",12710,"2019-06-19","Hanlan's Point Beach",4,"SW",NA,"No",NA,15,NA,"LOW","Clear",NA
"12711",12711,"2019-06-19","Gibraltar Point Beach",4,"SW",NA,"No",NA,15,2,"LOW","Clear",NA
"12712",12712,"2019-06-19","Centre Island Beach",4,"SW",NA,"No",NA,15,3,"MOD","Clear",NA
"12713",12713,"2019-06-19","Ward's Island Beach",4,"SW",NA,"No",NA,15,NA,"LOW","Clear",NA
"12714",12714,"2019-06-19","Cherry Beach",4,"SW",NA,"No",NA,15,4,"LOW","Algae, debris",NA
"12715",12715,"2019-06-19","Woodbine Beaches",4,"SW",NA,"No",NA,11,4,"LOW","Cloudy",NA
"12716",12716,"2019-06-19","Kew Balmy Beach",4,"SW",NA,"No",NA,11,16,"LOW","Cloudy",NA
"12717",12717,"2019-06-19","Bluffer's Beach Park",4,"SW",NA,"No",NA,16,88,"LOW","Clear",NA
"12718",12718,"2019-06-23","Marie Curtis Park East Beach",13,"SW",13,"No",NA,13,NA,"LOW","Murky",6.47
"12719",12719,"2019-06-23","Sunnyside Beach",13,"SW",13,"No",NA,11,NA,"LOW","Clear",6.02
"12720",12720,"2019-06-23","Hanlan's Point Beach",13,"SW",13,"No",NA,12,NA,"LOW","Clear",NA
"12721",12721,"2019-06-23","Gibraltar Point Beach",13,"SW",13,"No",NA,12,NA,"LOW","Clear",NA
"12722",12722,"2019-06-23","Centre Island Beach",13,"SW",13,"No",NA,14,NA,"LOW","Clear/Murky",NA
"12723",12723,"2019-06-23","Ward's Island Beach",13,"SW",13,"No",NA,14,NA,"LOW","Murky",NA
"12724",12724,"2019-06-23","Cherry Beach",13,"SW",13,"No",NA,14,4,"LOW","Murky",NA
"12725",12725,"2019-06-23","Woodbine Beaches",13,"SW",13,"No",NA,11,15,"LOW","Clear w/some algae",NA
"12726",12726,"2019-06-23","Kew Balmy Beach",13,"SW",13,"No",NA,12,17,"LOW","Clear w/some algae",NA
"12727",12727,"2019-06-23","Bluffer's Beach Park",13,"SW",13,"No",NA,9,7,"LOW","Clear",NA
"12728",12728,"2019-07-15","Marie Curtis Park East Beach",NA,"None",17,"No",NA,12,4,"LOW","clear",1.36
"12729",12729,"2019-07-15","Sunnyside Beach",NA,"None",17,"No",NA,12,NA,"LOW","clear",1.26
"12730",12730,"2019-07-15","Hanlan's Point Beach",NA,"None",17,"No",NA,14,NA,"NONE","murky",NA
"12731",12731,"2019-07-15","Gibraltar Point Beach",NA,"None",17,"No",NA,17,6,"LOW","murky",NA
"12732",12732,"2019-07-15","Centre Island Beach",NA,"None",17,"No",NA,16,12,"NONE","clear",NA
"12733",12733,"2019-07-15","Ward's Island Beach",NA,"None",17,"No",NA,14,4,"NONE","clear",NA
"12734",12734,"2019-07-15","Cherry Beach",NA,"None",17,"No",NA,18,7,"NONE","clear",NA
"12735",12735,"2019-07-15","Woodbine Beaches",NA,"None",17,"No",NA,11,2,"LOW","clear",NA
"12736",12736,"2019-07-15","Kew Balmy Beach",NA,"None",17,"No",NA,11,14,"LOW","clear",NA
"12737",12737,"2019-07-15","Bluffer's Beach Park",NA,"None",17,"No",NA,10,69,"NONE","clear",NA
"12738",12738,"2019-08-06","Marie Curtis Park East Beach",NA,"None",21,"No",NA,18,NA,"LOW","clear",0.72
"12739",12739,"2019-08-06","Sunnyside Beach",NA,"None",21,"No",NA,18,NA,"LOW","clear",0.79
"12740",12740,"2019-08-06","Hanlan's Point Beach",NA,"None",21,"No",NA,16,NA,"NONE","clear",NA
"12741",12741,"2019-08-06","Gibraltar Point Beach",NA,"None",21,"No",NA,18,6,"NONE","clear",NA
"12742",12742,"2019-08-06","Centre Island Beach",NA,"None",21,"No",NA,19,NA,"NONE","clear",NA
"12743",12743,"2019-08-06","Ward's Island Beach",NA,"None",21,"No",NA,19,NA,"NONE","clear",NA
"12744",12744,"2019-08-06","Cherry Beach",NA,"None",21,"No",NA,20,NA,"NONE","clear",NA
"12745",12745,"2019-08-06","Woodbine Beaches",NA,"None",21,"No",NA,18,NA,"MOD","algae",NA
"12746",12746,"2019-08-06","Kew Balmy Beach",NA,"None",21,"No",NA,18,NA,"MOD","algae",NA
"12747",12747,"2019-08-06","Bluffer's Beach Park",NA,"None",21,"No",NA,18,100,"MOD","clear",NA
"12748",12748,"2019-08-24","Marie Curtis Park East Beach",15,"N",16,"No",NA,14,4,"MOD","clear",2.41
"12749",12749,"2019-08-24","Sunnyside Beach",15,"N",16,"No",NA,14,26,"NONE","clear",0.85
"12750",12750,"2019-08-24","Hanlan's Point Beach",15,"N",16,"No",NA,18,3,"NONE","clear",NA
"12751",12751,"2019-08-24","Gibraltar Point Beach",15,"N",16,"No",NA,19,4,"LOW","clear",NA
"12752",12752,"2019-08-24","Centre Island Beach",15,"N",16,"No",NA,19,12,"NONE","clear",NA
"12753",12753,"2019-08-24","Ward's Island Beach",15,"N",16,"No",NA,19,2,"NONE","clear",NA
"12754",12754,"2019-08-24","Cherry Beach",15,"N",16,"No",NA,19,2,"NONE","clear",NA
"12755",12755,"2019-08-24","Woodbine Beaches",15,"N",16,"No",NA,19,8,"LOW","clear with algae",NA
"12756",12756,"2019-08-24","Kew Balmy Beach",15,"N",16,"No",NA,19,14,"LOW","clear with algae",NA
"12757",12757,"2019-08-24","Bluffer's Beach Park",15,"N",16,"No",NA,17,2,"MOD","clear",NA
"12758",12758,"2020-08-19","Marie Curtis Park East Beach",13,"NW",15,"No",NA,20,6,"LOW","Clear",0.79
"12759",12759,"2020-08-19","Sunnyside Beach",13,"NW",15,"No",NA,17,51,"NONE","Clear",0.84
"12760",12760,"2020-08-19","Hanlan's Point Beach",13,"NW",15,"No",NA,20,7,"NONE","Clear",NA
"12761",12761,"2020-08-19","Gibraltar Point Beach",13,"NW",15,"No",NA,20,NA,"NONE","Clear",NA
"12762",12762,"2020-08-19","Centre Island Beach",13,"NW",15,"No",NA,20,10,"NONE","Clear",NA
"12763",12763,"2020-08-19","Ward's Island Beach",13,"NW",15,"No",NA,20,NA,"NONE","Clear",NA
"12764",12764,"2020-08-19","Cherry Beach",13,"NW",15,"No",NA,20,NA,"NONE","Clear",NA
"12765",12765,"2020-08-19","Woodbine Beaches",13,"NW",15,"No",NA,18,4,"NONE","Clear, slightly murky",NA
"12766",12766,"2020-08-19","Kew Balmy Beach",13,"NW",15,"No",NA,18,23,"NONE","Clear, slightly murky",NA
"12767",12767,"2020-08-19","Bluffer's Beach Park",13,"NW",15,"No",NA,22,NA,"NONE","Clear",NA
"12768",12768,"2021-06-28","Marie Curtis Park East Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"12769",12769,"2021-06-28","Sunnyside Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"12770",12770,"2021-06-28","Hanlan's Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"12771",12771,"2021-06-28","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"12772",12772,"2021-06-28","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"12773",12773,"2021-06-28","Ward's Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"12774",12774,"2021-06-28","Cherry Beach",5,"SW",17,"No",NA,16,2,"NONE","Clear",NA
"12775",12775,"2021-06-28","Woodbine Beaches",5,"SW",17,"No",NA,11,7,"NONE","Clear with minimal algae",NA
"12776",12776,"2021-06-28","Kew Balmy Beach",5,"SW",17,"No",NA,11,NA,"NONE","Clear with some algae",NA
"12777",12777,"2021-06-28","Bluffer's Beach Park",5,"SW",17,"No",NA,12,2,"LOW","Clear, debris",NA
"12778",12778,"2021-08-07","Marie Curtis Park East Beach",8,"SW",21,"No",NA,20,NA,"LOW","Clear",1.13
"12779",12779,"2021-08-07","Sunnyside Beach",8,"SW",21,"No",NA,20,46,"NONE","Clear",1.2
"12780",12780,"2021-08-07","Hanlan's Point Beach",8,"SW",21,"No",NA,20,NA,"NONE","clear",NA
"12781",12781,"2021-08-07","Gibraltar Point Beach",8,"SW",21,"No",NA,20,NA,"NONE","clear",NA
"12782",12782,"2021-08-07","Centre Island Beach",8,"SW",21,"No",NA,20,NA,"NONE","clear",NA
"12783",12783,"2021-08-07","Ward's Island Beach",8,"SW",21,"No",NA,20,3,"NONE","clear",NA
"12784",12784,"2021-08-07","Cherry Beach",8,"SW",21,"No",NA,21,NA,"NONE","clear",NA
"12785",12785,"2021-08-07","Woodbine Beaches",8,"SW",21,"No",NA,16,NA,"LOW","almost clear, slightly murky",NA
"12786",12786,"2021-08-07","Kew Balmy Beach",8,"SW",21,"No",NA,16,13,"LOW","a little murky",NA
"12787",12787,"2021-08-07","Bluffer's Beach Park",8,"SW",21,"No",NA,21,NA,"LOW","clear",NA
"12788",12788,"2022-07-26","Marie Curtis Park East Beach",8,"W",13,"No",NA,12,NA,"NONE","Clear, algae",1.2
"12789",12789,"2022-07-26","Sunnyside Beach",8,"W",13,"No",NA,13,NA,"NONE","Clear",0.49
"12790",12790,"2022-07-26","Hanlan's Point Beach",8,"W",13,"No",NA,10,NA,"NONE","Cloudy",NA
"12791",12791,"2022-07-26","Gibraltar Point Beach",8,"W",13,"No",NA,11,NA,"NONE","Cloudy",NA
"12792",12792,"2022-07-26","Centre Island Beach",8,"W",13,"No",NA,13,NA,"NONE","Cloudy",NA
"12793",12793,"2022-07-26","Ward's Island Beach",8,"W",13,"No",NA,13,NA,"NONE","Cloudy",NA
"12794",12794,"2022-07-26","Cherry Beach",8,"W",13,"No",NA,16,NA,"NONE","Cloudy",NA
"12795",12795,"2022-07-26","Woodbine Beaches",8,"W",13,"No",NA,12,9,"NONE","clear",NA
"12796",12796,"2022-07-26","Kew Balmy Beach",8,"W",13,"No",NA,13,58,"NONE","clear",NA
"12797",12797,"2022-07-26","Bluffer's Beach Park",8,"W",13,"No",NA,11,NA,"NONE","clear",NA
"12798",12798,"2022-07-29","Marie Curtis Park East Beach",13,"W",15,"Yes",0,11,NA,"NONE","clear, algae",0.78
"12799",12799,"2022-07-29","Sunnyside Beach",13,"W",15,"Yes",0,14,30,"NONE","clear, algae",0.8
"12800",12800,"2022-07-29","Hanlan's Point Beach",13,"W",15,"Yes",0,11,NA,"NONE","clear",NA
"12801",12801,"2022-07-29","Gibraltar Point Beach",13,"W",15,"Yes",0,12,NA,"NONE","clear",NA
"12802",12802,"2022-07-29","Centre Island Beach",13,"W",15,"Yes",0,13,NA,"NONE","clear",NA
"12803",12803,"2022-07-29","Ward's Island Beach",13,"W",15,"Yes",0,13,NA,"NONE","clear",NA
"12804",12804,"2022-07-29","Cherry Beach",13,"W",15,"Yes",0,15,NA,"NONE","Clear",NA
"12805",12805,"2022-07-29","Woodbine Beaches",13,"W",15,"Yes",0,14,3,"LOW","Clear",NA
"12806",12806,"2022-07-29","Kew Balmy Beach",13,"W",15,"Yes",0,16,11,"LOW","Clear",NA
"12807",12807,"2022-07-29","Bluffer's Beach Park",13,"W",15,"Yes",0,15,6,"NONE","Clear",NA
"12808",12808,"2019-08-27","Marie Curtis Park East Beach",17,"S",19,"No",NA,NA,NA,"None","None",NA
"12809",12809,"2019-08-27","Sunnyside Beach",17,"S",19,"No",NA,18,112,"HIGH","cloudy",2.11
