"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation"
"5742","2019-10-22T23:51:00","2019-10-22T23:58:21","27 - Laundry Area",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5743","2019-10-26T11:41:18","2019-10-26T11:45:07","27 - Laundry Area",0,15000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5744","2020-06-02T09:14:49","2020-06-02T09:18:28","28 - Office",0,1e+06,"11 - Spread beyond building of origin, resulted in exposure fire(s)","2 - No Fire alarm system","77 - Matches or Lighters (unable to distinguish)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5745","2019-10-19T09:49:47","2019-10-19T09:55:08","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","51 - Incandescent Lamp - Light Bulb, Spotlight","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5746","2019-10-17T11:26:02","2019-10-17T11:31:05","49 - Other Storage Area",0,50000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","23 - Distribution Equipment (includes panel boards, fuses, circuit br","1 - Floor/suite of fire origin: No smoke alarm","1 - Sprinkler system activated"
"5747","2020-01-14T08:43:46","2020-01-14T08:50:29","24 - Cooking Area or Kitchen",0,30000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5748","2021-09-01T12:57:50","2021-09-01T13:01:26","24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"5749","2021-09-01T16:11:19","2021-09-01T16:16:41","75 - Trash, rubbish area (outside)",0,6000,"11 - Spread beyond building of origin, resulted in exposure fire(s)","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5750","2021-09-02T05:21:04","2021-09-02T05:26:29","64 - Porch or Balcony",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"5751","2021-09-01T17:03:03","2021-09-01T17:07:13","50 - Basement/cellar (not partitioned)",0,10,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5752","2021-11-11T08:05:39","2021-11-11T08:09:22","75 - Trash, rubbish area (outside)",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"5753","2020-12-23T14:12:55","2020-12-23T14:17:11","24 - Cooking Area or Kitchen",0,1e+05,"3 - Spread to entire room of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5754","2021-09-09T12:20:43","2021-09-09T12:26:41","11 - Lobby, Entranceway",0,5000,"1 - Confined to object of origin","1 -  Fire alarm system present","83 - Other Electrical","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5755","2021-09-08T19:37:40","2021-09-08T19:43:06","24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","16 - Deep Fat Fryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"5756","2021-09-22T11:15:21","2021-09-22T11:22:30","24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","2 - No Fire alarm system","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5757","2021-09-20T21:55:57","2021-09-20T22:00:00","71 - Open Area (inc lawn, field, farmyard, park, playing field, pier,",2,300,"1 - Confined to object of origin","2 - No Fire alarm system","92 - Open Fire (eg. camp fire, rubbish fire, etc.)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5758","2021-09-22T20:24:24","2021-09-22T20:28:14","24 - Cooking Area or Kitchen",0,1500,"1 - Confined to object of origin","2 - No Fire alarm system","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5759","2021-09-09T21:02:48","2021-09-09T21:08:51","24 - Cooking Area or Kitchen",0,20,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5760","2021-09-10T11:36:37","2021-09-10T11:45:34","27 - Laundry Area",0,600,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","43 - Clothes Dryer","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"5761","2021-11-14T09:55:13","2021-11-14T09:59:57","24 - Cooking Area or Kitchen",0,1200,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"5762","2021-09-17T19:47:26","2021-09-17T19:53:56","58 - Ducting - Exhaust (inc cooking, fumes, etc.)",0,10000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","84 - Other Mechanical","1 - Floor/suite of fire origin: No smoke alarm","1 - Sprinkler system activated"
"5763","2021-09-21T12:17:02","2021-09-21T12:21:54","24 - Cooking Area or Kitchen",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire"
"5764","2021-09-25T17:13:38","2021-09-25T17:18:40","83 - Electrical Systems",0,1e+05,"1 - Confined to object of origin","1 -  Fire alarm system present","84 - Other Mechanical","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire"
"5765","2021-09-19T14:55:19","2021-09-19T15:00:36","21 - Living Area (e.g. living, TV, recreation, etc)",0,250000,"7 - Spread to other floors, confined to building","2 - No Fire alarm system","42 - Television, Radio, Stereo, Tape Recorder, etc.","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"5766","2021-09-27T19:08:24","2021-09-27T19:13:08","24 - Cooking Area or Kitchen",0,50,"1 - Confined to object of origin","2 - No Fire alarm system","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5767","2021-09-20T03:54:19","2021-09-20T04:01:13","24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire"
"5768","2021-09-19T05:12:17","2021-09-19T05:17:42","24 - Cooking Area or Kitchen",0,9e+05,"7 - Spread to other floors, confined to building","2 - No Fire alarm system","23 - Distribution Equipment (includes panel boards, fuses, circuit br","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5769","2020-06-25T13:25:30","2020-06-25T13:31:44","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,20000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5770","2020-02-28T17:07:38","2020-02-28T17:12:13","24 - Cooking Area or Kitchen",0,0,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"5771","2020-02-28T17:36:02","2020-02-28T17:41:16","83 - Electrical Systems",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","23 - Distribution Equipment (includes panel boards, fuses, circuit br","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","1 - Sprinkler system activated"
"5772","2020-03-01T00:10:36","2020-03-01T00:15:58","64 - Porch or Balcony",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"5773","2020-05-15T18:59:57","2020-05-15T19:04:52","24 - Cooking Area or Kitchen",0,50,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5774","2021-11-09T11:12:43","2021-11-09T11:18:02","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,50000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","55 - Candle","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"5775","2021-11-09T16:57:08","2021-11-09T17:02:04","21 - Living Area (e.g. living, TV, recreation, etc)",0,0,"1 - Confined to object of origin","2 - No Fire alarm system","36 - Fireplace - Masonry","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5776","2021-11-09T23:28:23","2021-11-09T23:34:31","31 - Process Manufacturing (inc manf, prod assembly, repair)",0,1e+05,"1 - Confined to object of origin","1 -  Fire alarm system present","84 - Other Mechanical","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5777","2020-03-01T23:31:42","2020-03-01T23:36:50","24 - Cooking Area or Kitchen",0,50000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"5778","2020-03-11T09:36:14","2020-03-11T09:40:30","24 - Cooking Area or Kitchen",0,20000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"5779","2020-03-11T15:31:15","2020-03-11T15:35:39","24 - Cooking Area or Kitchen",0,50,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5780","2020-01-09T09:59:51","2020-01-09T10:04:48","21 - Living Area (e.g. living, TV, recreation, etc)",0,80000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","31 - Central Heating/Cooling Unit","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5781","2019-09-30T09:45:04","2019-09-30T09:47:51","21 - Living Area (e.g. living, TV, recreation, etc)",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5782","2019-09-30T11:40:31","2019-09-30T11:45:42","61 - Exterior Wall",0,2500,"9 - Confined to roof/exterior structure","1 -  Fire alarm system present","73 - Blow Torch, Bunsen Burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"5783","2019-09-30T18:27:40","2019-09-30T18:31:40","24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5784","2019-10-06T21:48:31","2019-10-06T21:52:14","31 - Process Manufacturing (inc manf, prod assembly, repair)",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","62 - Heat Treatment Equipment (eg. furnace, oven, kiln, quench tanks,","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5785","2019-10-07T14:51:47","2019-10-07T14:54:58","21 - Living Area (e.g. living, TV, recreation, etc)",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5786","2019-09-29T21:01:29","2019-09-29T21:05:46","24 - Cooking Area or Kitchen",1,7000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5787","2020-01-06T09:05:06","2020-01-06T09:09:25","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,10,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"5788","2020-01-06T22:23:09","2020-01-06T22:27:05","81 - Engine Area",0,6000,"1 - Confined to object of origin","2 - No Fire alarm system","82 - Vehicle - Mechanical","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5789","2020-01-28T20:05:42","2020-01-28T20:11:56","27 - Laundry Area",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5790","2020-01-19T06:58:27","2020-01-19T07:07:09","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,5000,"1 - Confined to object of origin","2 - No Fire alarm system","51 - Incandescent Lamp - Light Bulb, Spotlight","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5791","2020-01-19T10:36:41","2020-01-19T10:41:34","23 - Dining or Beverage Area (inc mess, canteen, lunchroom, cafeteria",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","13 - Microwave","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"5792","2020-01-19T18:20:23","2020-01-19T18:26:04","45 - Supply Storage Room (inc maintenance/office/document storage, et",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","34 - Space Heater - Portable","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"5793","2020-01-19T19:10:02","2020-01-19T19:14:47","24 - Cooking Area or Kitchen",0,2500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5794","2020-01-22T07:44:21","2020-01-22T07:47:55","42 - Garage",0,10000,"1 - Confined to object of origin","2 - No Fire alarm system","24 - Circuit Wiring - Copper","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5795","2020-01-31T08:50:38","2020-01-31T08:52:23","65 - Crawl Space (includes sub-structure)",0,500,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","34 - Space Heater - Portable","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5796","2020-01-30T20:10:00","2020-01-30T20:17:06","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,25000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","29 - Extension Cord, Temporary Wiring","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"5797","2020-01-25T17:19:18","2020-01-25T17:24:20","24 - Cooking Area or Kitchen",0,60000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5798","2020-01-25T18:40:53","2020-01-25T18:44:46","24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5799","2020-01-26T14:58:22","2020-01-26T15:03:00","24 - Cooking Area or Kitchen",2,20000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","12 - Oven","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"5800","2020-01-26T21:12:04","2020-01-26T21:18:16","24 - Cooking Area or Kitchen",0,40000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5801","2020-03-17T06:14:51","2020-03-17T06:20:44","64 - Porch or Balcony",0,500,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5802","2020-10-22T02:42:53","2020-10-22T02:47:03","64 - Porch or Balcony",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"5803","2020-02-03T17:51:27","2020-02-03T17:56:11","23 - Dining or Beverage Area (inc mess, canteen, lunchroom, cafeteria",0,20,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5804","2020-02-03T19:40:30","2020-02-03T19:45:03","13 - Stairway, Escalator",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","51 - Incandescent Lamp - Light Bulb, Spotlight","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5805","2020-02-13T18:40:15","2020-02-13T18:47:34","53 - Chimney/Flue Pipe",0,1000,"1 - Confined to object of origin","2 - No Fire alarm system","39 - Chimney - Masonry","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5806","2019-12-23T12:27:50","2019-12-23T12:30:52","11 - Lobby, Entranceway",0,2000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","33 - Space Heater - Fixed","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5807","2019-12-23T20:42:22","2019-12-23T20:49:10","24 - Cooking Area or Kitchen",0,2500,"1 - Confined to object of origin","2 - No Fire alarm system","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5808","2019-12-23T02:41:47","2019-12-23T02:48:16","39 - Other Functional Area",0,1e+06,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","29 - Extension Cord, Temporary Wiring","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5809","2019-12-28T08:35:12","2019-12-28T08:38:29","24 - Cooking Area or Kitchen",0,3500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"5810","2020-06-07T17:07:04","2020-06-07T17:14:29","24 - Cooking Area or Kitchen",0,1e+05,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5811","2019-12-30T08:50:27","2019-12-30T08:54:17","24 - Cooking Area or Kitchen",0,800,"1 - Confined to object of origin","1 -  Fire alarm system present","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"5812","2020-09-24T19:59:31","2020-09-24T20:04:36","64 - Porch or Balcony",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5813","2020-09-06T10:11:59","2020-09-06T10:18:13","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5814","2021-03-15T19:47:13","2021-03-15T19:51:40","21 - Living Area (e.g. living, TV, recreation, etc)",2,5e+05,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5815","2021-04-09T10:57:30","2021-04-09T11:01:03","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","55 - Candle","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5816","2021-04-09T11:24:53","2021-04-09T11:30:24","21 - Living Area (e.g. living, TV, recreation, etc)",0,1e+05,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","49 - Other Appliances","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5817","2020-02-01T17:27:24","2020-02-01T17:31:26","24 - Cooking Area or Kitchen",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"5818","2021-04-11T20:20:09","2021-04-11T20:24:07","71 - Open Area (inc lawn, field, farmyard, park, playing field, pier,",0,1500,"1 - Confined to object of origin","1 -  Fire alarm system present","14 - Open Fired Barbeque - Fixed or Portable","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5819","2021-04-12T04:14:20","2021-04-12T04:20:34","21 - Living Area (e.g. living, TV, recreation, etc)",0,10,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5820","2020-05-16T12:09:38","2020-05-16T12:14:21","45 - Supply Storage Room (inc maintenance/office/document storage, et",0,0,"1 - Confined to object of origin","2 - No Fire alarm system","96 - Chemical Reaction (eg. spontaneous combustion, etc.)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5821","2019-12-18T16:24:37","2019-12-18T16:28:58","64 - Porch or Balcony",0,200,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"5822","2020-03-24T13:23:11","2020-03-24T13:30:18","24 - Cooking Area or Kitchen",0,1825,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5823","2020-05-16T19:26:02","2020-05-16T19:29:29","24 - Cooking Area or Kitchen",0,10,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"5824","2021-04-24T07:56:16","2021-04-24T08:02:34","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,65000,"3 - Spread to entire room of origin","2 - No Fire alarm system","28 - Cord, Cable for Appliance, Electrical Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5825","2020-02-08T19:07:00","2020-02-08T19:10:43","24 - Cooking Area or Kitchen",0,500,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5826","2020-03-17T10:45:51","2020-03-17T10:51:43","24 - Cooking Area or Kitchen",0,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","30 - Other Electrical Distribution Item","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5827","2021-10-19T23:04:48","2021-10-19T23:10:19","24 - Cooking Area or Kitchen",0,25000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5828","2021-10-20T01:07:27","2021-10-20T01:15:23","24 - Cooking Area or Kitchen",0,30000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5829","2020-03-07T06:17:39","2020-03-07T06:23:33","21 - Living Area (e.g. living, TV, recreation, etc)",0,300,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","28 - Cord, Cable for Appliance, Electrical Articles","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"5830","2020-03-07T17:03:46","2020-03-07T17:07:36","29 - Electronic Equipment",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","23 - Distribution Equipment (includes panel boards, fuses, circuit br","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5831","2020-02-14T23:03:55","2020-02-14T23:11:24","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,150000,"3 - Spread to entire room of origin","2 - No Fire alarm system","30 - Other Electrical Distribution Item","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5832","2020-02-15T08:45:56","2020-02-15T08:50:58","42 - Garage",0,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","30 - Other Electrical Distribution Item","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5833","2020-02-15T22:00:19","2020-02-15T22:05:00","24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"5834","2020-02-20T19:12:47","2020-02-20T19:16:36","21 - Living Area (e.g. living, TV, recreation, etc)",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","30 - Other Electrical Distribution Item","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"5835","2020-02-20T21:44:07","2020-02-20T21:51:11","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,100,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","79 - Other Open Flame Tools/Smokers' Articles","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"5836","2020-02-20T09:03:57","2020-02-20T09:07:49","81 - Engine Area",0,12000,"1 - Confined to object of origin","1 -  Fire alarm system present","81 - Vehicle - Electrical","1 - Floor/suite of fire origin: No smoke alarm","1 - Sprinkler system activated"
"5837","2020-02-24T23:28:55","2020-02-24T23:32:53","74 - Storage Area (outside)",0,10000,"9 - Confined to roof/exterior structure","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
