tfs_alarm_time,tfs_arrival_time,area_of_origin,civilian_casualties,estimated_dollar_loss,extent_of_fire,fire_alarm_system_presence,ignition_source,smoke_alarm_at_fire_origin,sprinkler_system_operation,time_diff
2019-09-15T13:46:09Z,2019-09-15T13:49:08Z,24,0,100,2 ,P,71,PO,N,2.98333333333333
2019-09-15T14:55:25Z,2019-09-15T14:59:52Z,24,1,500,1 ,P,11,PO,P,4.45
2019-09-21T22:53:01Z,2019-09-21T22:55:50Z,25,1,200,1 ,P,34,PO,N,2.81666666666667
2019-09-25T20:07:46Z,2019-09-25T20:13:03Z,22,1,10000,2 ,N,95,N,N,5.28333333333333
2019-09-26T00:26:11Z,2019-09-26T00:32:52Z,24,0,20000,2 ,N,11,PO,N,6.68333333333333
2019-09-26T14:49:09Z,2019-09-26T14:53:31Z,24,0,30000,2 ,P,11,PO,N,4.36666666666667
2019-09-27T04:21:56Z,2019-09-27T04:26:55Z,42,0,40000,2 ,P,26,P,N,4.98333333333333
2019-10-12T01:48:22Z,2019-10-12T01:54:49Z,21,0,50000,2 ,P,36,PO,N,6.45
2019-10-11T15:05:24Z,2019-10-11T15:09:20Z,24,0,5000,2 ,P,11,P,N,3.93333333333333
2020-08-17T13:16:29Z,2020-08-17T13:22:29Z,24,0,5000,2 ,P,11,PO,P,6
2019-10-23T12:29:33Z,2019-10-23T12:33:54Z,21,0,1000,1 ,P,71,PO,N,4.35
2019-10-25T04:57:44Z,2019-10-25T05:01:56Z,22,0,100,1 ,P,71,PO,P,4.2
2019-10-18T15:31:55Z,2019-10-18T15:36:46Z,21,0,50,1 ,P,76,PO,N,4.85
2019-10-18T17:13:42Z,2019-10-18T17:18:28Z,24,0,0,1 ,N,11,PO,N,4.76666666666667
2019-10-19T00:13:27Z,2019-10-19T00:17:31Z,65,0,0,1 ,P,71,N,P,4.06666666666667
2019-11-30T22:28:27Z,2019-11-30T22:33:49Z,64,0,5000,2 ,P,71,P,P,5.36666666666667
2019-10-22T23:51:00Z,2019-10-22T23:58:21Z,27,0,1000,1 ,P,43,PO,N,7.35
2019-10-26T11:41:18Z,2019-10-26T11:45:07Z,27,0,15000,3 ,P,43,PO,N,3.81666666666667
2020-06-02T09:14:49Z,2020-06-02T09:18:28Z,28,0,1000000,11,N,77,N,N,3.65
2019-10-19T09:49:47Z,2019-10-19T09:55:08Z,25,0,500,2 ,P,51,P,N,5.35
2019-10-17T11:26:02Z,2019-10-17T11:31:05Z,49,0,50000,2 ,P,23,N,PO,5.05
2020-01-14T08:43:46Z,2020-01-14T08:50:29Z,24,0,30000,2 ,N,11,P,N,6.71666666666667
2021-09-01T12:57:50Z,2021-09-01T13:01:26Z,24,0,2000,2 ,P,11,PO,P,3.6
2021-09-01T16:11:19Z,2021-09-01T16:16:41Z,75,0,6000,11,P,79,PO,N,5.36666666666667
2021-09-02T05:21:04Z,2021-09-02T05:26:29Z,64,0,500,1 ,P,71,N,P,5.41666666666667
2021-09-01T17:03:03Z,2021-09-01T17:07:13Z,50,0,10,1 ,P,71,PO,N,4.16666666666667
2021-11-11T08:05:39Z,2021-11-11T08:09:22Z,75,0,0,1 ,P,71,N,P,3.71666666666667
2020-12-23T14:12:55Z,2020-12-23T14:17:11Z,24,0,100000,3 ,N,11,PO,N,4.26666666666667
2021-09-09T12:20:43Z,2021-09-09T12:26:41Z,11,0,5000,1 ,P,83,PO,P,5.96666666666667
2021-09-08T19:37:40Z,2021-09-08T19:43:06Z,24,0,1000,1 ,P,16,PO,PO,5.43333333333333
2021-09-22T11:15:21Z,2021-09-22T11:22:30Z,24,0,1000,1 ,N,12,N,N,7.15
2021-09-20T21:55:57Z,2021-09-20T22:00:00Z,71,2,300,1 ,N,92,N,N,4.05
2021-09-22T20:24:24Z,2021-09-22T20:28:14Z,24,0,1500,1 ,N,12,PO,N,3.83333333333333
2021-09-09T21:02:48Z,2021-09-09T21:08:51Z,24,0,20,1 ,P,11,PO,N,6.05
2021-09-10T11:36:37Z,2021-09-10T11:45:34Z,27,0,600,2 ,P,43,N,P,8.95
2021-11-14T09:55:13Z,2021-11-14T09:59:57Z,24,0,1200,2 ,P,11,P,P,4.73333333333333
2021-09-17T19:47:26Z,2021-09-17T19:53:56Z,58,0,10000,2 ,N,84,N,PO,6.5
2021-09-21T12:17:02Z,2021-09-21T12:21:54Z,24,0,1000,2 ,P,11,P,P,4.86666666666667
2021-09-25T17:13:38Z,2021-09-25T17:18:40Z,83,0,100000,1 ,P,84,P,P,5.03333333333333
2021-09-19T14:55:19Z,2021-09-19T15:00:36Z,21,0,250000,7 ,N,42,P,N,5.28333333333333
2021-09-27T19:08:24Z,2021-09-27T19:13:08Z,24,0,50,1 ,N,12,PO,N,4.73333333333333
2021-09-20T03:54:19Z,2021-09-20T04:01:13Z,24,0,0,1 ,P,71,P,P,6.9
2021-09-19T05:12:17Z,2021-09-19T05:17:42Z,24,0,900000,7 ,N,23,N,N,5.41666666666667
2020-06-25T13:25:30Z,2020-06-25T13:31:44Z,22,0,20000,2 ,N,55,PO,N,6.23333333333333
2020-02-28T17:07:38Z,2020-02-28T17:12:13Z,24,0,0,2 ,P,11,P,P,4.58333333333333
2020-02-28T17:36:02Z,2020-02-28T17:41:16Z,83,0,10000,2 ,P,23,P,PO,5.23333333333333
2020-03-01T00:10:36Z,2020-03-01T00:15:58Z,64,0,2000,1 ,P,79,P,P,5.36666666666667
2020-05-15T18:59:57Z,2020-05-15T19:04:52Z,24,0,50,1 ,P,11,PO,P,4.91666666666667
2021-11-09T11:12:43Z,2021-11-09T11:18:02Z,22,0,50000,2 ,P,55,P,N,5.31666666666667
2021-11-09T16:57:08Z,2021-11-09T17:02:04Z,21,0,0,1 ,N,36,N,N,4.93333333333333
2021-11-09T23:28:23Z,2021-11-09T23:34:31Z,31,0,100000,1 ,P,84,PO,P,6.13333333333333
2020-03-01T23:31:42Z,2020-03-01T23:36:50Z,24,0,50000,2 ,P,11,PO,PO,5.13333333333333
2020-03-11T09:36:14Z,2020-03-11T09:40:30Z,24,0,20000,2 ,P,11,P,N,4.26666666666667
2020-03-11T15:31:15Z,2020-03-11T15:35:39Z,24,0,50,1 ,P,11,N,N,4.4
2020-01-09T09:59:51Z,2020-01-09T10:04:48Z,21,0,80000,2 ,P,31,PO,N,4.95
2019-09-30T09:45:04Z,2019-09-30T09:47:51Z,21,0,1000,2 ,P,55,PO,N,2.78333333333333
2019-09-30T11:40:31Z,2019-09-30T11:45:42Z,61,0,2500,9 ,P,73,P,P,5.18333333333333
2019-09-30T18:27:40Z,2019-09-30T18:31:40Z,24,0,1000,1 ,P,11,PO,N,4
2019-10-06T21:48:31Z,2019-10-06T21:52:14Z,31,0,10000,2 ,P,62,PO,N,3.71666666666667
2019-10-07T14:51:47Z,2019-10-07T14:54:58Z,21,0,500,1 ,P,71,PO,N,3.18333333333333
2019-09-29T21:01:29Z,2019-09-29T21:05:46Z,24,1,7000,2 ,N,11,P,N,4.28333333333333
2020-01-06T09:05:06Z,2020-01-06T09:09:25Z,22,0,10,2 ,P,71,PO,P,4.31666666666667
2020-01-06T22:23:09Z,2020-01-06T22:27:05Z,81,0,6000,1 ,N,82,N,N,3.93333333333333
2020-01-28T20:05:42Z,2020-01-28T20:11:56Z,27,0,500,1 ,P,43,PO,N,6.23333333333333
2020-01-19T06:58:27Z,2020-01-19T07:07:09Z,22,0,5000,1 ,N,51,PO,N,8.7
2020-01-19T10:36:41Z,2020-01-19T10:41:34Z,23,0,200,1 ,P,13,PO,P,4.88333333333333
2020-01-19T18:20:23Z,2020-01-19T18:26:04Z,45,0,2000,1 ,P,34,PO,PO,5.68333333333333
2020-01-19T19:10:02Z,2020-01-19T19:14:47Z,24,0,2500,2 ,P,11,PO,N,4.75
2020-01-22T07:44:21Z,2020-01-22T07:47:55Z,42,0,10000,1 ,N,24,N,N,3.56666666666667
2020-01-31T08:50:38Z,2020-01-31T08:52:23Z,65,0,500,2 ,N,34,PO,N,1.75
2020-01-30T20:10:00Z,2020-01-30T20:17:06Z,22,0,25000,2 ,N,29,P,N,7.1
2020-01-25T17:19:18Z,2020-01-25T17:24:20Z,24,0,60000,2 ,N,11,PO,N,5.03333333333333
2020-01-25T18:40:53Z,2020-01-25T18:44:46Z,24,0,0,1 ,P,11,PO,N,3.88333333333333
2020-01-26T14:58:22Z,2020-01-26T15:03:00Z,24,2,20000,3 ,P,12,P,N,4.63333333333333
2020-01-26T21:12:04Z,2020-01-26T21:18:16Z,24,0,40000,2 ,P,11,PO,P,6.2
2020-03-17T06:14:51Z,2020-03-17T06:20:44Z,64,0,500,2 ,N,71,PO,N,5.88333333333333
2020-10-22T02:42:53Z,2020-10-22T02:47:03Z,64,0,2000,1 ,P,79,P,P,4.16666666666667
2020-02-03T17:51:27Z,2020-02-03T17:56:11Z,23,0,20,1 ,P,12,P,N,4.73333333333333
2020-02-03T19:40:30Z,2020-02-03T19:45:03Z,13,0,2000,2 ,P,51,PO,N,4.55
2020-02-13T18:40:15Z,2020-02-13T18:47:34Z,53,0,1000,1 ,N,39,P,N,7.31666666666667
2019-12-23T12:27:50Z,2019-12-23T12:30:52Z,11,0,2000,2 ,N,33,P,N,3.03333333333333
2019-12-23T20:42:22Z,2019-12-23T20:49:10Z,24,0,2500,1 ,N,12,N,N,6.8
2019-12-23T02:41:47Z,2019-12-23T02:48:16Z,39,0,1000000,2 ,N,29,N,N,6.48333333333333
2019-12-28T08:35:12Z,2019-12-28T08:38:29Z,24,0,3500,2 ,P,11,PO,P,3.28333333333333
2020-06-07T17:07:04Z,2020-06-07T17:14:29Z,24,0,100000,2 ,N,11,P,N,7.41666666666667
2019-12-30T08:50:27Z,2019-12-30T08:54:17Z,24,0,800,1 ,P,19,P,P,3.83333333333333
2020-09-24T19:59:31Z,2020-09-24T20:04:36Z,64,0,5000,2 ,P,71,P,N,5.08333333333333
2020-09-06T10:11:59Z,2020-09-06T10:18:13Z,25,0,1000,1 ,P,71,PO,N,6.23333333333333
2021-03-15T19:47:13Z,2021-03-15T19:51:40Z,21,2,500000,4 ,P,71,N,N,4.45
2021-04-09T10:57:30Z,2021-04-09T11:01:03Z,22,0,5000,2 ,N,55,P,N,3.55
2021-04-09T11:24:53Z,2021-04-09T11:30:24Z,21,0,100000,2 ,N,49,N,N,5.51666666666667
2020-02-01T17:27:24Z,2020-02-01T17:31:26Z,24,0,1000,2 ,P,19,PO,P,4.03333333333333
2021-04-11T20:20:09Z,2021-04-11T20:24:07Z,71,0,1500,1 ,P,14,N,N,3.96666666666667
2021-04-12T04:14:20Z,2021-04-12T04:20:34Z,21,0,10,1 ,P,71,PO,N,6.23333333333333
2020-05-16T12:09:38Z,2020-05-16T12:14:21Z,45,0,0,1 ,N,96,N,N,4.71666666666667
2019-12-18T16:24:37Z,2019-12-18T16:28:58Z,64,0,200,2 ,P,71,P,N,4.35
2020-03-24T13:23:11Z,2020-03-24T13:30:18Z,24,0,1825,2 ,P,11,PO,N,7.11666666666667
2020-05-16T19:26:02Z,2020-05-16T19:29:29Z,24,0,10,1 ,P,12,P,P,3.45
2021-04-24T07:56:16Z,2021-04-24T08:02:34Z,22,1,65000,3 ,N,28,PO,N,6.3
2020-02-08T19:07:00Z,2020-02-08T19:10:43Z,24,0,500,1 ,N,11,N,N,3.71666666666667
2020-03-17T10:45:51Z,2020-03-17T10:51:43Z,24,0,500,2 ,P,30,PO,N,5.86666666666667
2021-10-19T23:04:48Z,2021-10-19T23:10:19Z,24,0,25000,1 ,P,11,PO,N,5.51666666666667
2021-10-20T01:07:27Z,2021-10-20T01:15:23Z,24,0,30000,2 ,P,11,PO,N,7.93333333333333
2020-03-07T06:17:39Z,2020-03-07T06:23:33Z,21,0,300,2 ,P,28,P,P,5.9
2020-03-07T17:03:46Z,2020-03-07T17:07:36Z,29,0,2000,1 ,P,23,PO,N,3.83333333333333
2020-02-14T23:03:55Z,2020-02-14T23:11:24Z,22,0,150000,3 ,N,30,N,N,7.48333333333333
2020-02-15T08:45:56Z,2020-02-15T08:50:58Z,42,0,5000,2 ,N,30,N,N,5.03333333333333
2020-02-15T22:00:19Z,2020-02-15T22:05:00Z,24,0,1000,1 ,P,11,PO,N,4.68333333333333
2020-02-20T19:12:47Z,2020-02-20T19:16:36Z,21,0,1000,1 ,P,30,PO,P,3.81666666666667
2020-02-20T21:44:07Z,2020-02-20T21:51:11Z,25,0,100,2 ,N,79,N,N,7.06666666666667
2020-02-20T09:03:57Z,2020-02-20T09:07:49Z,81,0,12000,1 ,P,81,N,PO,3.86666666666667
2020-02-24T23:28:55Z,2020-02-24T23:32:53Z,74,0,10000,9 ,P,71,PO,N,3.96666666666667
2020-03-30T00:43:48Z,2020-03-30T00:48:31Z,49,0,0,2 ,P,75,PO,P,4.71666666666667
2020-04-17T07:29:24Z,2020-04-17T07:34:53Z,29,0,100000,3 ,P,30,PO,PO,5.48333333333333
2020-05-08T11:15:43Z,2020-05-08T11:19:19Z,22,0,500,1 ,P,52,PO,P,3.6
2020-04-17T21:18:48Z,2020-04-17T21:23:02Z,21,1,75000,4 ,P,77,PO,N,4.23333333333333
2020-04-16T10:18:45Z,2020-04-16T10:22:28Z,53,0,500,1 ,N,39,P,N,3.71666666666667
2020-04-07T00:21:20Z,2020-04-07T00:27:08Z,25,0,2000,1 ,N,83,N,N,5.8
2020-04-19T14:38:13Z,2020-04-19T14:42:34Z,24,1,10000,2 ,P,11,P,N,4.35
2021-10-18T20:18:45Z,2021-10-18T20:24:55Z,21,0,10000,1 ,P,96,PO,N,6.16666666666667
2020-06-12T18:54:28Z,2020-06-12T18:58:46Z,64,0,1000,1 ,P,71,PO,P,4.3
2020-06-13T03:47:55Z,2020-06-13T03:53:43Z,68,1,100000,7 ,N,24,N,N,5.8
2020-06-13T03:59:19Z,2020-06-13T04:04:30Z,11,0,0,1 ,P,77,PO,N,5.18333333333333
2020-06-13T09:47:30Z,2020-06-13T09:51:24Z,21,0,50000,2 ,P,28,PO,N,3.9
2020-05-08T08:02:23Z,2020-05-08T08:08:00Z,22,0,2500,2 ,P,33,PO,N,5.61666666666667
2020-05-08T11:38:06Z,2020-05-08T11:42:32Z,24,0,200,1 ,P,11,PO,P,4.43333333333333
2020-05-08T18:29:54Z,2020-05-08T18:36:17Z,64,0,175000,9 ,P,10,N,P,6.38333333333333
2020-05-08T20:17:39Z,2020-05-08T20:21:54Z,64,0,500,2 ,P,71,P,P,4.25
2020-05-08T21:48:40Z,2020-05-08T21:52:27Z,64,0,100,1 ,P,79,P,N,3.78333333333333
2020-04-26T07:14:15Z,2020-04-26T07:17:18Z,22,0,150,1 ,P,71,PO,N,3.05
2020-06-26T21:52:42Z,2020-06-26T21:58:17Z,24,0,10000,2 ,P,11,PO,P,5.58333333333333
2020-04-26T18:34:05Z,2020-04-26T18:38:05Z,13,0,500,9 ,P,71,PO,P,4
2020-08-27T07:30:27Z,2020-08-27T07:34:49Z,27,0,50000,4 ,N,49,N,N,4.36666666666667
2020-05-09T19:01:13Z,2020-05-09T19:04:33Z,24,0,1000,2 ,N,11,P,N,3.33333333333333
2020-08-18T06:39:17Z,2020-08-18T06:45:22Z,68,0,70000,2 ,P,24,PO,N,6.08333333333333
2020-05-10T16:49:18Z,2020-05-10T16:54:36Z,24,0,2000,2 ,P,11,PO,P,5.3
2020-05-11T01:24:03Z,2020-05-11T01:28:20Z,24,0,2000,2 ,P,11,PO,N,4.28333333333333
2020-08-23T19:01:29Z,2020-08-23T19:05:20Z,24,0,10000,1 ,P,76,N,N,3.85
2021-08-06T22:45:44Z,2021-08-06T22:50:01Z,24,0,1000,1 ,P,11,PO,PO,4.28333333333333
2020-05-14T13:29:33Z,2020-05-14T13:32:51Z,24,0,8000,2 ,P,11,PO,P,3.3
2020-05-14T22:12:54Z,2020-05-14T22:16:54Z,21,0,35000,3 ,P,71,PO,N,4
2020-05-15T02:12:18Z,2020-05-15T02:18:03Z,64,0,40000,2 ,P,71,PO,N,5.75
2020-05-12T19:04:48Z,2020-05-12T19:11:47Z,22,0,90000,4 ,P,28,PO,N,6.98333333333333
2020-08-25T16:56:48Z,2020-08-25T17:03:18Z,24,0,500,1 ,P,11,PO,P,6.5
2020-08-26T17:48:48Z,2020-08-26T17:52:15Z,24,1,40000,2 ,N,11,N,N,3.45
2020-05-21T16:29:20Z,2020-05-21T16:36:46Z,24,0,5000,1 ,N,11,P,N,7.43333333333333
2020-08-25T18:09:35Z,2020-08-25T18:15:21Z,24,0,4000,1 ,P,13,P,N,5.76666666666667
2020-08-25T23:57:19Z,2020-08-26T00:02:49Z,41,0,500,1 ,P,96,PO,PO,5.5
2020-06-18T00:22:13Z,2020-06-18T00:27:27Z,25,0,8500,2 ,N,26,PO,N,5.23333333333333
2020-05-21T21:05:18Z,2020-05-21T21:09:07Z,55,0,200000,2 ,P,62,PO,PO,3.81666666666667
2020-05-21T21:47:44Z,2020-05-21T21:52:17Z,62,0,1000,2 ,P,79,P,N,4.55
2020-05-21T23:39:20Z,2020-05-21T23:46:02Z,24,0,0,1 ,P,16,PO,P,6.7
2020-05-22T00:24:46Z,2020-05-22T00:28:11Z,24,0,30000,2 ,P,11,PO,P,3.41666666666667
2020-09-02T13:13:55Z,2020-09-02T13:18:27Z,24,0,5000,1 ,P,12,P,N,4.53333333333333
2020-04-30T12:34:03Z,2020-04-30T12:38:31Z,24,0,1000,2 ,P,11,PO,N,4.46666666666667
2020-04-29T18:18:16Z,2020-04-29T18:22:17Z,62,0,5000,2 ,P,93,N,P,4.01666666666667
2020-06-28T11:17:02Z,2020-06-28T11:22:47Z,24,0,30000,2 ,P,11,P,N,5.75
2020-04-28T01:39:47Z,2020-04-28T01:44:33Z,22,0,25000,2 ,P,71,PO,P,4.76666666666667
2020-06-28T19:53:34Z,2020-06-28T19:57:29Z,19,0,200,1 ,N,19,N,N,3.91666666666667
2020-05-07T08:43:54Z,2020-05-07T08:49:12Z,24,0,2000,2 ,P,11,PO,N,5.3
2020-06-28T22:43:54Z,2020-06-28T22:49:07Z,52,0,0,1 ,N,31,PO,N,5.21666666666667
2020-04-27T12:35:39Z,2020-04-27T12:41:41Z,31,0,0,1 ,P,69,PO,P,6.03333333333333
2020-04-27T14:52:50Z,2020-04-27T14:56:17Z,61,0,40000,4 ,N,71,PO,N,3.45
2020-04-29T06:00:47Z,2020-04-29T06:05:06Z,62,0,150000,2 ,P,71,P,PO,4.31666666666667
2020-04-29T06:46:42Z,2020-04-29T06:51:47Z,64,0,5000,2 ,P,71,PO,N,5.08333333333333
2020-05-06T07:21:15Z,2020-05-06T07:26:17Z,64,0,500,2 ,P,71,P,N,5.03333333333333
2020-05-06T16:27:22Z,2020-05-06T16:32:07Z,64,0,50,1 ,P,76,P,P,4.75
2020-08-20T18:14:43Z,2020-08-20T18:15:57Z,24,0,1500,2 ,P,11,PO,P,1.23333333333333
2020-08-20T18:38:05Z,2020-08-20T18:42:44Z,64,0,1000,2 ,P,71,N,N,4.65
2020-04-21T20:11:24Z,2020-04-21T20:16:33Z,21,1,250000,7 ,N,28,P,N,5.15
2020-04-07T23:00:58Z,2020-04-07T23:05:06Z,22,1,200,2 ,P,71,P,N,4.13333333333333
2020-08-20T21:03:44Z,2020-08-20T21:07:25Z,24,0,200000,2 ,P,11,PO,PO,3.68333333333333
2020-05-10T06:57:17Z,2020-05-10T07:03:41Z,81,0,30000,1 ,P,81,N,PO,6.4
2020-05-10T09:46:49Z,2020-05-10T09:52:32Z,49,0,5000,1 ,P,52,P,P,5.71666666666667
2020-04-21T11:52:41Z,2020-04-21T11:57:49Z,27,0,10000,1 ,P,43,N,P,5.13333333333333
2020-04-21T12:19:46Z,2020-04-21T12:23:00Z,21,0,70000,2 ,P,71,P,PO,3.23333333333333
2020-04-21T18:48:17Z,2020-04-21T18:53:10Z,22,0,70000,3 ,P,77,PO,P,4.88333333333333
2021-10-18T23:47:58Z,2021-10-18T23:54:10Z,31,0,50000,1 ,P,12,PO,P,6.2
2020-08-11T21:49:40Z,2020-08-11T21:54:15Z,21,1,200,1 ,P,83,PO,N,4.58333333333333
2020-08-04T05:41:39Z,2020-08-04T05:45:30Z,24,0,5000,2 ,P,11,PO,N,3.85
2020-08-04T13:59:52Z,2020-08-04T14:04:35Z,27,1,2500,1 ,N,43,N,N,4.71666666666667
2020-08-13T14:41:17Z,2020-08-13T14:48:02Z,24,0,3000,2 ,P,19,PO,N,6.75
2020-08-13T18:44:03Z,2020-08-13T18:47:23Z,22,1,50000,2 ,P,71,PO,P,3.33333333333333
2020-09-18T10:12:43Z,2020-09-18T10:18:57Z,64,0,4000,1 ,P,71,N,P,6.23333333333333
2020-09-19T05:25:06Z,2020-09-19T05:30:28Z,53,0,10000,9 ,P,40,P,P,5.36666666666667
2020-09-19T17:05:28Z,2020-09-19T17:11:00Z,24,0,500,1 ,P,11,PO,P,5.53333333333333
2020-11-06T06:11:58Z,2020-11-06T06:16:17Z,22,0,500,1 ,P,71,PO,N,4.31666666666667
2020-11-06T12:58:57Z,2020-11-06T13:01:58Z,24,0,0,1 ,N,12,P,N,3.01666666666667
2020-11-07T06:18:10Z,2020-11-07T06:22:17Z,64,0,2000,2 ,P,93,P,P,4.11666666666667
2022-10-29T22:08:25Z,2022-10-29T22:15:05Z,53,1,5000,2 ,N,36,PO,N,6.66666666666667
2020-09-08T14:02:36Z,2020-09-08T14:08:21Z,24,0,15000,2 ,N,11,PO,N,5.75
2020-04-12T09:09:31Z,2020-04-12T09:14:15Z,24,0,0,1 ,P,11,P,P,4.73333333333333
2020-04-12T10:17:35Z,2020-04-12T10:23:08Z,22,0,100000,3 ,P,55,PO,P,5.55
2020-04-12T13:20:10Z,2020-04-12T13:23:54Z,24,0,10000,3 ,P,11,PO,N,3.73333333333333
2020-04-12T13:57:45Z,2020-04-12T14:04:09Z,22,0,10000,2 ,P,55,PO,N,6.4
2021-11-22T16:04:46Z,2021-11-22T16:08:36Z,44,0,1000,1 ,P,71,PO,P,3.83333333333333
2021-11-22T17:25:13Z,2021-11-22T17:30:28Z,24,0,5000,2 ,P,11,PO,P,5.25
2020-06-12T06:17:18Z,2020-06-12T06:19:56Z,55,0,150000,7 ,P,23,N,PO,2.63333333333333
2020-08-18T18:18:09Z,2020-08-18T18:23:21Z,73,0,1000,1 ,N,82,N,N,5.2
2020-06-13T17:02:33Z,2020-06-13T17:05:49Z,21,0,10000,2 ,P,31,PO,N,3.26666666666667
2020-06-14T03:48:13Z,2020-06-14T03:52:50Z,64,0,9500,9 ,N,93,N,N,4.61666666666667
2020-05-08T21:03:28Z,2020-05-08T21:07:42Z,24,1,2000,4 ,P,11,P,P,4.23333333333333
2020-06-14T13:20:34Z,2020-06-14T13:25:09Z,64,0,50000,2 ,P,71,PO,N,4.58333333333333
2020-04-14T05:46:44Z,2020-04-14T05:52:51Z,31,0,8000,2 ,P,64,P,N,6.11666666666667
2020-04-14T17:26:32Z,2020-04-14T17:29:54Z,22,0,0,1 ,P,71,PO,P,3.36666666666667
2020-04-14T18:20:41Z,2020-04-14T18:25:29Z,64,0,25000,4 ,P,71,PO,N,4.8
2020-04-14T20:34:41Z,2020-04-14T20:37:29Z,21,1,75000,3 ,P,55,P,N,2.8
2020-05-25T16:30:44Z,2020-05-25T16:36:06Z,72,0,2500,2 ,N,71,N,N,5.36666666666667
2020-05-25T23:50:32Z,2020-05-25T23:55:03Z,42,0,75000,4 ,N,83,N,N,4.51666666666667
2020-06-12T14:34:48Z,2020-06-12T14:38:23Z,21,0,0,1 ,P,55,P,P,3.58333333333333
2020-05-09T03:37:05Z,2020-05-09T03:43:43Z,42,0,50000,2 ,N,17,N,N,6.63333333333333
2020-04-16T16:54:34Z,2020-04-16T16:58:22Z,22,0,2000,2 ,P,71,P,N,3.8
2020-04-16T22:47:55Z,2020-04-16T22:55:14Z,24,0,750000,7 ,N,11,N,N,7.31666666666667
2020-09-13T00:11:10Z,2020-09-13T00:15:55Z,24,0,10000,1 ,P,11,PO,P,4.75
2020-04-22T17:02:10Z,2020-04-22T17:07:07Z,53,0,1000,1 ,N,36,N,N,4.95
2020-06-15T15:51:03Z,2020-06-15T15:54:07Z,21,0,5000,1 ,P,28,PO,N,3.06666666666667
2020-06-16T00:56:52Z,2020-06-16T01:05:05Z,28,0,50000,2 ,N,42,PO,N,8.21666666666667
2020-02-23T21:45:08Z,2020-02-23T21:51:17Z,42,0,50000,4 ,N,82,PO,N,6.15
2020-02-22T13:27:04Z,2020-02-22T13:32:48Z,24,0,15000,2 ,P,11,PO,P,5.73333333333333
2020-02-23T01:21:15Z,2020-02-23T01:27:19Z,47,0,100000,2 ,N,10,N,N,6.06666666666667
2020-02-23T12:36:18Z,2020-02-23T12:41:18Z,27,1,2000,1 ,P,43,PO,N,5
2020-02-23T13:33:20Z,2020-02-23T13:39:09Z,25,0,25000,1 ,P,83,PO,N,5.81666666666667
2020-03-26T18:18:40Z,2020-03-26T18:22:54Z,24,0,1500,2 ,N,11,PO,N,4.23333333333333
2020-03-27T11:48:40Z,2020-03-27T11:52:46Z,42,0,70000,1 ,P,84,PO,PO,4.1
2020-03-28T21:05:27Z,2020-03-28T21:08:59Z,64,0,1000,1 ,P,71,P,N,3.53333333333333
2020-04-02T07:44:48Z,2020-04-02T07:51:42Z,31,0,0,1 ,P,64,PO,N,6.9
2020-04-02T21:34:28Z,2020-04-02T21:37:57Z,50,0,25000,2 ,N,24,PO,N,3.48333333333333
2020-04-09T03:17:22Z,2020-04-09T03:21:39Z,12,0,0,1 ,P,55,PO,P,4.28333333333333
2020-05-19T07:45:19Z,2020-05-19T07:48:46Z,50,0,800,1 ,P,24,PO,N,3.45
2020-05-08T14:07:33Z,2020-05-08T14:11:14Z,22,0,500,1 ,P,71,PO,N,3.68333333333333
2020-04-03T17:06:23Z,2020-04-03T17:09:47Z,62,0,5000,1 ,P,72,PO,P,3.4
2020-04-04T13:31:39Z,2020-04-04T13:36:23Z,27,0,0,1 ,P,31,PO,N,4.73333333333333
2020-05-17T05:20:47Z,2020-05-17T05:23:58Z,22,0,5000,1 ,P,71,PO,N,3.18333333333333
2020-04-06T02:56:18Z,2020-04-06T03:00:48Z,21,2,22000,3 ,P,71,N,P,4.5
2020-04-18T11:48:00Z,2020-04-18T11:50:56Z,22,0,3000,1 ,P,59,PO,N,2.93333333333333
2020-04-18T12:56:54Z,2020-04-18T13:01:19Z,64,0,1500,1 ,P,71,P,N,4.41666666666667
2020-05-08T02:18:45Z,2020-05-08T02:23:21Z,64,0,1,2 ,P,93,P,P,4.6
2020-06-26T11:46:18Z,2020-06-26T11:50:44Z,24,1,500,2 ,P,15,PO,N,4.43333333333333
2020-04-20T13:16:37Z,2020-04-20T13:18:52Z,64,0,40000,9 ,P,93,PO,P,2.25
2021-11-20T19:35:36Z,2021-11-20T19:40:06Z,24,0,1000,2 ,P,11,PO,P,4.5
2021-11-21T04:31:57Z,2021-11-21T04:36:55Z,22,1,50000,2 ,N,71,PO,N,4.96666666666667
2020-01-07T16:11:27Z,2020-01-07T16:14:24Z,27,0,5000,1 ,N,43,PO,N,2.95
2020-02-09T07:54:34Z,2020-02-09T07:59:41Z,29,0,20000,2 ,P,23,P,N,5.11666666666667
2020-02-06T15:10:50Z,2020-02-06T15:14:33Z,11,0,0,1 ,P,71,PO,N,3.71666666666667
2020-02-06T21:11:24Z,2020-02-06T21:17:27Z,24,0,4000,1 ,N,11,PO,N,6.05
2020-03-17T10:10:08Z,2020-03-17T10:17:01Z,24,0,10000,1 ,N,11,PO,N,6.88333333333333
2020-02-05T10:34:48Z,2020-02-05T10:38:39Z,42,0,10000,2 ,N,24,PO,N,3.85
2020-02-05T23:31:08Z,2020-02-05T23:36:56Z,62,0,25000,9 ,P,79,P,N,5.8
