"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation","time_diff"
"5244",2014-09-04 13:30:04,2014-09-04 13:34:26,"24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","2 - No Fire alarm system","12 - Oven","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.36666666666667
"5245",2012-08-13 14:05:23,2012-08-13 14:10:38,"68 - Concealed Wall Area",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","72 - Cutting/Welding Equipment","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.25
"5246",2012-04-11 00:56:16,2012-04-11 01:02:58,"64 - Porch or Balcony",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",6.7
"5247",2013-07-08 22:19:53,2013-07-08 22:26:59,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,30000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",7.1
"5248",2015-02-25 06:59:16,2015-02-25 07:04:11,"50 - Basement/cellar (not partitioned)",0,150000,"4 - Spread beyond room of origin, same floor","2 - No Fire alarm system","34 - Space Heater - Portable","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.91666666666667
"5249",2012-04-11 17:43:23,2012-04-11 17:47:33,"24 - Cooking Area or Kitchen",0,100,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.16666666666667
"5250",2012-08-14 16:16:16,2012-08-14 16:20:56,"24 - Cooking Area or Kitchen",4,3000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.66666666666667
"5251",2012-08-15 11:35:55,2012-08-15 11:39:50,"21 - Living Area (e.g. living, TV, recreation, etc)",0,100,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",3.91666666666667
"5252",2012-04-12 04:05:29,2012-04-12 04:12:41,"70 - Other Structural Area",0,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","28 - Cord, Cable for Appliance, Electrical Articles","1 - Floor/suite of fire origin: No smoke alarm","3 - Did not activate: fire too small to trigger system",7.2
"5253",2012-04-12 04:28:04,2012-04-12 04:33:47,"21 - Living Area (e.g. living, TV, recreation, etc)",1,350,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.71666666666667
"5254",2014-09-08 08:15:34,2014-09-08 08:19:40,"64 - Porch or Balcony",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","93 - Hot Ashes, Embers, Spark","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.1
"5255",2012-08-19 14:52:56,2012-08-19 14:57:38,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","28 - Cord, Cable for Appliance, Electrical Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",4.7
"5256",2015-11-06 04:31:32,2015-11-06 04:36:50,"31 - Process Manufacturing (inc manf, prod assembly, repair)",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","69 - Other Processing Equipment","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",5.3
"5257",2013-07-09 05:12:34,2013-07-09 05:18:05,"55 - Mechanical/Electrical Services Room",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","20 - Service/Utility Lines (includes power/hydro transmission lines)","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","1 - Sprinkler system activated",5.51666666666667
"5258",2016-02-20 05:36:38,2016-02-20 05:41:35,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","34 - Space Heater - Portable","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.95
"5259",2012-04-12 23:03:49,2012-04-12 23:09:16,"64 - Porch or Balcony",0,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","62 - Heat Treatment Equipment (eg. furnace, oven, kiln, quench tanks,","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.45
"5260",2012-04-13 15:41:24,2012-04-13 15:48:10,"19 - Other Means of Egress",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","4 - Other reason for non activation/operation",6.76666666666667
"5261",2015-02-26 14:15:22,2015-02-26 14:20:11,"24 - Cooking Area or Kitchen",0,15000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.81666666666667
"5262",2014-06-13 18:39:36,2014-06-13 18:44:03,"24 - Cooking Area or Kitchen",0,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.45
"5263",2012-04-14 02:09:21,2012-04-14 02:15:11,"24 - Cooking Area or Kitchen",0,50,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.83333333333333
"5264",2012-04-14 02:58:24,2012-04-14 03:03:00,"72 - Court, Patio, Terrace",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",4.6
"5265",2012-04-15 01:56:28,2012-04-15 02:01:41,"24 - Cooking Area or Kitchen",1,45000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.21666666666667
"5266",2014-06-15 13:19:13,2014-06-15 13:23:27,"24 - Cooking Area or Kitchen",1,75000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.23333333333333
"5267",2013-11-10 22:52:02,2013-11-10 22:58:46,"21 - Living Area (e.g. living, TV, recreation, etc)",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",6.73333333333333
"5268",2012-09-22 16:21:09,2012-09-22 16:25:20,"11 - Lobby, Entranceway",0,5000,"9 - Confined to roof/exterior structure","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","3 - Did not activate: fire too small to trigger system",4.18333333333333
"5269",2013-11-13 04:25:38,2013-11-13 04:30:09,"24 - Cooking Area or Kitchen",0,25000,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.51666666666667
"5270",2016-04-05 17:28:21,2016-04-05 17:33:43,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,2500,"1 - Confined to object of origin","2 - No Fire alarm system","77 - Matches or Lighters (unable to distinguish)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.36666666666667
"5271",2013-11-14 21:59:08,2013-11-14 22:03:22,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,50,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.23333333333333
"5272",2015-11-09 17:22:31,2015-11-09 17:25:48,"51 - Elevator (includes shaft)",0,9999,"1 - Confined to object of origin","1 -  Fire alarm system present","83 - Other Electrical","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",3.28333333333333
"5273",2015-11-10 00:14:29,2015-11-10 00:19:36,"12 - Hallway, Corridor",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","96 - Chemical Reaction (eg. spontaneous combustion, etc.)","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.11666666666667
"5274",2017-03-22 19:51:35,2017-03-22 19:56:25,"24 - Cooking Area or Kitchen",0,50000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.83333333333333
"5275",2012-09-08 19:58:26,2012-09-08 20:03:17,"24 - Cooking Area or Kitchen",2,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.85
"5276",2016-07-24 17:24:55,2016-07-24 17:28:45,"44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",3.83333333333333
"5277",2015-11-14 05:29:37,2015-11-14 05:34:51,"11 - Lobby, Entranceway",0,9000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","23 - Distribution Equipment (includes panel boards, fuses, circuit br","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.23333333333333
"5278",2012-04-15 07:11:25,2012-04-15 07:14:50,"24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","3 - Did not activate: fire too small to trigger system",3.41666666666667
"5279",2012-04-15 13:14:08,2012-04-15 13:19:41,"64 - Porch or Balcony",0,50,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.55
"5280",2017-09-04 20:41:25,2017-09-04 20:46:40,"62 - Roof",0,80000,"9 - Confined to roof/exterior structure","2 - No Fire alarm system","95 - Lightning","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.25
"5281",2017-09-06 02:08:27,2017-09-06 02:14:13,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,1e+05,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","48 - Air Conditioner - Window or Room Unit","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.76666666666667
"5282",2017-11-01 15:26:49,2017-11-01 15:31:41,"39 - Other Functional Area",0,30000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","28 - Cord, Cable for Appliance, Electrical Articles","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present",4.86666666666667
"5283",2017-11-05 14:38:02,2017-11-05 14:42:43,"73 - Parking Area, Parking Lot",0,20000,"1 - Confined to object of origin","1 -  Fire alarm system present","82 - Vehicle - Mechanical","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.68333333333333
"5284",2013-07-11 22:28:33,2013-07-11 22:33:46,"24 - Cooking Area or Kitchen",0,1e+05,"5 - Multi unit bldg: spread beyond suite of origin but not to separated suite(s)","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.21666666666667
"5285",2013-11-29 10:17:29,2013-11-29 10:21:43,"21 - Living Area (e.g. living, TV, recreation, etc)",1,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.23333333333333
"5286",2012-09-21 09:00:46,2012-09-21 09:04:13,"21 - Living Area (e.g. living, TV, recreation, etc)",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","26 - Terminations-Copper (incl receptacles, switches, lights)","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present",3.45
"5287",2016-12-21 18:59:08,2016-12-21 19:04:49,"42 - Garage",0,10000,"1 - Confined to object of origin","1 -  Fire alarm system present","24 - Circuit Wiring - Copper","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",5.68333333333333
"5288",2017-03-25 21:57:31,2017-03-25 22:01:12,"27 - Laundry Area",0,6000,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",3.68333333333333
"5289",2017-03-10 02:45:59,2017-03-10 02:52:22,"64 - Porch or Balcony",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",6.38333333333333
"5290",2012-04-16 17:05:24,2012-04-16 17:10:29,"64 - Porch or Balcony",0,150,"1 - Confined to object of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.08333333333333
"5291",2013-12-11 12:38:58,2013-12-11 12:42:11,"44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",3.21666666666667
"5292",2013-12-14 00:22:00,2013-12-14 00:26:53,"55 - Mechanical/Electrical Services Room",0,10000,"1 - Confined to object of origin","1 -  Fire alarm system present","84 - Other Mechanical","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire",4.88333333333333
"5293",2012-10-09 14:14:27,2012-10-09 14:19:40,"24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.21666666666667
"5294",2012-10-10 14:58:34,2012-10-10 15:02:30,"24 - Cooking Area or Kitchen",0,3000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",3.93333333333333
"5295",2012-10-12 07:03:34,2012-10-12 07:07:47,"55 - Mechanical/Electrical Services Room",0,2e+05,"1 - Confined to object of origin","1 -  Fire alarm system present","30 - Other Electrical Distribution Item","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.21666666666667
"5296",2017-06-05 02:02:11,2017-06-05 02:04:02,"55 - Mechanical/Electrical Services Room",0,10000,"1 - Confined to object of origin","2 - No Fire alarm system","21 - Transformer","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",1.85
"5297",2012-04-17 21:08:13,2012-04-17 21:13:00,"53 - Chimney/Flue Pipe",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","36 - Fireplace - Masonry","3 - Floor/suite of fire origin: Smoke alarm present did not operate","3 - Did not activate: fire too small to trigger system",4.78333333333333
"5298",2012-04-18 03:51:16,2012-04-18 03:54:15,"44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","84 - Other Mechanical","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",2.98333333333333
"5299",2014-10-09 01:28:14,2014-10-09 01:33:19,"21 - Living Area (e.g. living, TV, recreation, etc)",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.08333333333333
"5300",2012-10-26 02:38:50,2012-10-26 02:45:16,"56 - Conveyor Shaft or Chute (inc dumbwaiter, laundry chute, garbage",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","62 - Heat Treatment Equipment (eg. furnace, oven, kiln, quench tanks,","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",6.43333333333333
"5301",2012-04-18 12:41:14,2012-04-18 12:47:35,"50 - Basement/cellar (not partitioned)",0,10000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","79 - Other Open Flame Tools/Smokers' Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.35
"5302",2012-04-18 14:39:54,2012-04-18 14:45:48,"24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.9
"5303",2017-08-25 11:33:09,2017-08-25 11:34:05,"61 - Exterior Wall",0,30000,"9 - Confined to roof/exterior structure","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",0.933333333333333
"5304",2017-09-01 16:22:31,2017-09-01 16:27:06,"25 - Washroom or Bathroom (toilet,restroom/locker room)",0,20000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","83 - Other Electrical","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.58333333333333
"5305",2017-09-09 12:31:11,2017-09-09 12:34:34,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,150000,"4 - Spread beyond room of origin, same floor","2 - No Fire alarm system","55 - Candle","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present",3.38333333333333
"5306",2017-09-10 01:55:27,2017-09-10 02:00:09,"24 - Cooking Area or Kitchen",1,15000,"3 - Spread to entire room of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.7
"5307",2017-09-13 11:01:37,2017-09-13 11:05:39,"68 - Concealed Wall Area",0,30000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","24 - Circuit Wiring - Copper","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present",4.03333333333333
"5308",2017-09-28 16:56:39,2017-09-28 17:01:36,"24 - Cooking Area or Kitchen",1,20000,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","96 - Chemical Reaction (eg. spontaneous combustion, etc.)","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present",4.95
"5309",2017-09-29 20:40:17,2017-09-29 20:44:01,"62 - Roof",0,500,"1 - Confined to object of origin","2 - No Fire alarm system","72 - Cutting/Welding Equipment","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",3.73333333333333
"5310",2017-10-07 15:33:51,2017-10-07 15:38:59,"61 - Exterior Wall",0,0,"7 - Spread to other floors, confined to building","2 - No Fire alarm system","97 - Rekindle","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.13333333333333
"5311",2012-11-02 19:49:36,2012-11-02 19:57:48,"53 - Chimney/Flue Pipe",0,25000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","15 - Range Hood","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",8.2
"5312",2013-12-23 16:41:43,2013-12-23 16:44:51,"53 - Chimney/Flue Pipe",0,3000,"1 - Confined to object of origin","2 - No Fire alarm system","37 - Fireplace Insert","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",3.13333333333333
"5313",2014-10-22 11:53:51,2014-10-22 11:57:08,"27 - Laundry Area",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",3.28333333333333
"5314",2017-10-20 19:10:27,2017-10-20 19:15:09,"64 - Porch or Balcony",0,60000,"6 - Multi unit bldg: spread to separate suite(s)","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.7
"5315",2015-12-01 22:08:42,2015-12-01 22:11:24,"31 - Process Manufacturing (inc manf, prod assembly, repair)",0,25000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","96 - Chemical Reaction (eg. spontaneous combustion, etc.)","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",2.7
"5316",2012-11-12 22:19:44,2012-11-12 22:25:51,"42 - Garage",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","24 - Circuit Wiring - Copper","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",6.11666666666667
"5317",2017-10-24 23:24:07,2017-10-24 23:30:08,"21 - Living Area (e.g. living, TV, recreation, etc)",0,10000,"1 - Confined to object of origin","1 -  Fire alarm system present","54 - Lamp (eg. coal, oil, naphtha, etc.)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.01666666666667
"5318",2017-10-25 16:07:49,2017-10-25 16:11:57,"29 - Electronic Equipment",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","29 - Extension Cord, Temporary Wiring","1 - Floor/suite of fire origin: No smoke alarm","3 - Did not activate: fire too small to trigger system",4.13333333333333
"5319",2017-10-26 11:22:08,2017-10-26 11:31:40,"43 - Locker (apartment storage)",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","96 - Chemical Reaction (eg. spontaneous combustion, etc.)","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",9.53333333333333
"5320",2017-10-26 11:26:33,2017-10-26 11:31:04,"24 - Cooking Area or Kitchen",0,50000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.51666666666667
"5321",2015-06-09 17:24:38,2015-06-09 17:27:58,"24 - Cooking Area or Kitchen",0,30000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",3.33333333333333
"5322",2015-06-10 02:54:43,2015-06-10 03:00:22,"24 - Cooking Area or Kitchen",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.65
"5323",2017-10-28 00:25:08,2017-10-28 00:32:08,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,7500,"3 - Spread to entire room of origin","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",7
"5324",2017-10-28 10:57:31,2017-10-28 11:01:53,"27 - Laundry Area",0,5000,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.36666666666667
"5325",2017-10-29 01:28:23,2017-10-29 01:33:55,"79 - Other Outside Area",0,80000,"11 - Spread beyond building of origin, resulted in exposure fire(s)","2 - No Fire alarm system","108 - Exposure, source other","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.53333333333333
"5326",2013-12-29 03:18:14,2013-12-29 03:22:52,"24 - Cooking Area or Kitchen",0,26000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","16 - Deep Fat Fryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.63333333333333
"5327",2012-11-22 23:00:02,2012-11-22 23:03:17,"24 - Cooking Area or Kitchen",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",3.25
"5328",2012-11-23 19:05:49,2012-11-23 19:11:54,"24 - Cooking Area or Kitchen",0,7000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.08333333333333
"5329",2012-11-25 03:17:08,2012-11-25 03:24:06,"64 - Porch or Balcony",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",6.96666666666667
"5330",2014-01-01 22:53:35,2014-01-01 22:59:29,"24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.9
"5331",2017-10-30 12:24:33,2017-10-30 12:29:34,"81 - Engine Area",0,5000,"1 - Confined to object of origin","1 -  Fire alarm system present","30 - Other Electrical Distribution Item","1 - Floor/suite of fire origin: No smoke alarm","1 - Sprinkler system activated",5.01666666666667
"5332",2017-10-31 04:34:40,2017-10-31 04:39:44,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,1e+05,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","55 - Candle","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present",5.06666666666667
"5333",2017-10-31 06:26:42,2017-10-31 06:30:08,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,5000,"1 - Confined to object of origin","1 -  Fire alarm system present","29 - Extension Cord, Temporary Wiring","3 - Floor/suite of fire origin: Smoke alarm present did not operate","3 - Did not activate: fire too small to trigger system",3.43333333333333
"5334",2017-11-01 10:03:55,2017-11-01 10:08:10,"11 - Lobby, Entranceway",0,30000,"1 - Confined to object of origin","1 -  Fire alarm system present","20 - Service/Utility Lines (includes power/hydro transmission lines)","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.25
